date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:02:33	16/16	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2031%20May%202024%2008:02:34%20GMT	https://shi-nua.com/css/mCSB_buttons.png	C:/Users/Alberth/Desktop/RESTAURAN/shi-nua.com/css/mCSB_buttons.png	(from https://shi-nua.com/css/plugins.css)
03:02:34	16/16	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2031%20May%202024%2008:02:34%20GMT	https://shi-nua.com/img/footer-bg.jpeg	C:/Users/Alberth/Desktop/RESTAURAN/shi-nua.com/img/footer-bg.jpeg	(from https://shi-nua.com/css/style.css)
03:02:34	201400/201400	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Apr%202022%2015:45:40%20GMT	https://shi-nua.com/img/dark-footer-bg.jpeg	C:/Users/Alberth/Desktop/RESTAURAN/shi-nua.com/img/dark-footer-bg.jpg	(from https://shi-nua.com/css/style.css)
03:02:35	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2002%20Jun%202021%2001:40:05%20GMT	https://shi-nua.com/font-awesome/fonts/fontawesome-webfont.eot?v=4.6.3	C:/Users/Alberth/Desktop/RESTAURAN/shi-nua.com/font-awesome/fonts/fontawesome-webfont5b62.eot	(from https://shi-nua.com/font-awesome/css/font-awesome.min.css)
03:02:35	71896/71896	---M--	200	added ('OK')	font/woff2	date:Wed,%2002%20Jun%202021%2001:40:06%20GMT	https://shi-nua.com/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/Users/Alberth/Desktop/RESTAURAN/shi-nua.com/font-awesome/fonts/fontawesome-webfont5b62.woff2	(from https://shi-nua.com/font-awesome/css/font-awesome.min.css)
03:02:35	90412/90412	---M--	200	added ('OK')	font/woff	date:Wed,%2002%20Jun%202021%2001:40:06%20GMT	https://shi-nua.com/font-awesome/fonts/fontawesome-webfont.woff?v=4.6.3	C:/Users/Alberth/Desktop/RESTAURAN/shi-nua.com/font-awesome/fonts/fontawesome-webfont5b62.woff	(from https://shi-nua.com/font-awesome/css/font-awesome.min.css)
03:02:35	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2002%20Jun%202021%2001:40:05%20GMT	https://shi-nua.com/font-awesome/fonts/fontawesome-webfont.eot?	C:/Users/Alberth/Desktop/RESTAURAN/shi-nua.com/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://shi-nua.com/font-awesome/css/font-awesome.min.css)
03:02:36	152796/152796	---M--	200	added ('OK')	font/ttf	date:Wed,%2002%20Jun%202021%2001:40:06%20GMT	https://shi-nua.com/font-awesome/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/Users/Alberth/Desktop/RESTAURAN/shi-nua.com/font-awesome/fonts/fontawesome-webfont5b62.ttf	(from https://shi-nua.com/font-awesome/css/font-awesome.min.css)
03:02:36	58680/58680	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2002%20Jun%202021%2001:40:14%20GMT	https://shi-nua.com/fonts/Pe-icon-7-stroke.eot?d7yf1v	C:/Users/Alberth/Desktop/RESTAURAN/shi-nua.com/fonts/Pe-icon-7-strokebb1d.eot	(from https://shi-nua.com/css/pe-icons.css)
03:02:36	391622/391622	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Jun%202021%2001:40:06%20GMT	https://shi-nua.com/font-awesome/fonts/fontawesome-webfont.svg?v=4.6.3	C:/Users/Alberth/Desktop/RESTAURAN/shi-nua.com/font-awesome/fonts/fontawesome-webfont5b62.svg	(from https://shi-nua.com/font-awesome/css/font-awesome.min.css)
03:02:36	58680/58680	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2002%20Jun%202021%2001:40:14%20GMT	https://shi-nua.com/fonts/Pe-icon-7-stroke.eot?	C:/Users/Alberth/Desktop/RESTAURAN/shi-nua.com/fonts/Pe-icon-7-stroked41d.eot	(from https://shi-nua.com/css/pe-icons.css)
03:02:36	58556/58556	---M--	200	added ('OK')	font/woff	date:Wed,%2002%20Jun%202021%2001:40:14%20GMT	https://shi-nua.com/fonts/Pe-icon-7-stroke.woff?d7yf1v	C:/Users/Alberth/Desktop/RESTAURAN/shi-nua.com/fonts/Pe-icon-7-strokebb1d.woff	(from https://shi-nua.com/css/pe-icons.css)
03:02:36	58480/58480	---M--	200	added ('OK')	font/ttf	date:Wed,%2002%20Jun%202021%2001:40:14%20GMT	https://shi-nua.com/fonts/Pe-icon-7-stroke.ttf?d7yf1v	C:/Users/Alberth/Desktop/RESTAURAN/shi-nua.com/fonts/Pe-icon-7-strokebb1d.ttf	(from https://shi-nua.com/css/pe-icons.css)
03:02:37	164020/164020	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Jun%202021%2001:40:14%20GMT	https://shi-nua.com/fonts/Pe-icon-7-stroke.svg?d7yf1v	C:/Users/Alberth/Desktop/RESTAURAN/shi-nua.com/fonts/Pe-icon-7-strokebb1d.svg	(from https://shi-nua.com/css/pe-icons.css)
